n, N, Read, PC, PCSA, HLL, KMV, MC, RC
5000, 15000, 0.000223211, 0.000274488, 0.000265514, 0.000271121, 0.00578286, 0.00039682, 0.0025565
5000, 15000, 0.000219554, 0.000282433, 0.00029411, 0.00026895, 0.00584334, 0.000393961, 0.00255354
5000, 15000, 0.000221454, 0.000273378, 0.000269419, 0.000267059, 0.00561392, 0.000396132, 0.00274004
5000, 15000, 0.000225892, 0.000274785, 0.000271138, 0.000293385, 0.00594619, 0.000391163, 0.00269518
5000, 15000, 0.000219951, 0.000277058, 0.000272084, 0.0002783, 0.00566082, 0.000413266, 0.00252821
5000, 15000, 0.000279104, 0.000280226, 0.000281331, 0.000264945, 0.00591002, 0.000403114, 0.00254929
5000, 15000, 0.000226755, 0.000284267, 0.000284978, 0.000288213, 0.00561246, 0.000400904, 0.00266649
5000, 15000, 0.000226777, 0.000273689, 0.000271415, 0.00026435, 0.00605708, 0.000393889, 0.00244762
5000, 15000, 0.000220884, 0.000274528, 0.000273924, 0.000261647, 0.00569717, 0.000396375, 0.00249087
5000, 15000, 0.00022523, 0.000276967, 0.0002709, 0.000270975, 0.00575584, 0.000405378, 0.00247134
5000, 15000, 0.000230463, 0.000276529, 0.000334954, 0.000270904, 0.0057939, 0.000401326, 0.00252724
5000, 15000, 0.000218986, 0.000280173, 0.000295963, 0.000276608, 0.00561057, 0.000401827, 0.00248121
5000, 15000, 0.000223175, 0.000274524, 0.000276109, 0.000272987, 0.0057361, 0.000412922, 0.00243985
5000, 15000, 0.000222565, 0.000281798, 0.000274531, 0.000271467, 0.00561569, 0.000393748, 0.00246903
5000, 15000, 0.000225306, 0.000273705, 0.00028434, 0.000271704, 0.00571574, 0.000400982, 0.00282073
5000, 15000, 0.000266935, 0.000281192, 0.000283488, 0.000268509, 0.00560848, 0.0003997, 0.00245544
5000, 15000, 0.00021781, 0.000278306, 0.000272557, 0.000275819, 0.0057702, 0.00041644, 0.00243499
5000, 15000, 0.000221121, 0.000273159, 0.000271698, 0.000267516, 0.00561614, 0.000401169, 0.00242605
5000, 15000, 0.000220452, 0.000274511, 0.000274422, 0.000270351, 0.00558393, 0.000384858, 0.00238923
5000, 15000, 0.000222833, 0.000266629, 0.000273342, 0.000270736, 0.00551272, 0.000395256, 0.00308567
5000, 15000, 0.000280055, 0.000281805, 0.000265877, 0.000265865, 0.00558483, 0.000401161, 0.00239283
5000, 15000, 0.000216633, 0.000263669, 0.000268628, 0.000260398, 0.00571329, 0.000407693, 0.0023991
5000, 15000, 0.000219622, 0.000273873, 0.000267381, 0.000264683, 0.00555788, 0.000387943, 0.00265293
5000, 15000, 0.000218873, 0.000323755, 0.000263624, 0.000265541, 0.00558591, 0.00038579, 0.0026173
5000, 15000, 0.000310161, 0.00031601, 0.000269808, 0.000266152, 0.00559537, 0.00045832, 0.00293724
5000, 15000, 0.000222869, 0.000279985, 0.000273668, 0.000263573, 0.0056576, 0.0003924, 0.00268284
5000, 15000, 0.000223628, 0.000285155, 0.000284405, 0.000269475, 0.00575187, 0.00039391, 0.00264102
5000, 15000, 0.000224051, 0.000278083, 0.000272506, 0.000271415, 0.00583248, 0.000397651, 0.00288527
5000, 15000, 0.000226975, 0.000284883, 0.000276552, 0.000269854, 0.00565041, 0.00040803, 0.00286054
5000, 15000, 0.000228088, 0.000279551, 0.00027405, 0.00027011, 0.00581154, 0.000397197, 0.00243225
5000, 15000, 0.000227033, 0.000286945, 0.000276159, 0.000278005, 0.00568657, 0.00039538, 0.00279878
5000, 15000, 0.000215803, 0.000283124, 0.000275149, 0.00026882, 0.00567512, 0.000393946, 0.00258542
5000, 15000, 0.000220575, 0.000283581, 0.000278784, 0.000275893, 0.00561921, 0.000394946, 0.00254289
5000, 15000, 0.000225903, 0.000283146, 0.000288493, 0.000278189, 0.00568822, 0.000398849, 0.00254984
5000, 15000, 0.000221717, 0.000309939, 0.000279147, 0.000262498, 0.00555319, 0.000399195, 0.0024305
5000, 15000, 0.000297582, 0.000273684, 0.000270653, 0.000297265, 0.0055675, 0.000398214, 0.00247935
5000, 15000, 0.00021975, 0.000267892, 0.000276089, 0.000264447, 0.00556612, 0.000393352, 0.00246283
5000, 15000, 0.000216853, 0.000272467, 0.000268485, 0.00027201, 0.0055922, 0.000396961, 0.00238801
5000, 15000, 0.000224596, 0.000273388, 0.000268003, 0.000265852, 0.00553825, 0.000389189, 0.00246998
5000, 15000, 0.000224548, 0.000287405, 0.000288798, 0.000765597, 0.00589276, 0.000393769, 0.00239789
5000, 15000, 0.000227477, 0.000273765, 0.000269752, 0.000273376, 0.00556943, 0.000405379, 0.00241215
5000, 15000, 0.000220021, 0.000266886, 0.000263271, 0.00026415, 0.00552376, 0.000393466, 0.00239754
5000, 15000, 0.000229748, 0.000275538, 0.000268426, 0.000265258, 0.00549992, 0.00038857, 0.00253177
5000, 15000, 0.000217348, 0.000267154, 0.000285541, 0.000266996, 0.00552756, 0.000396007, 0.00239316
5000, 15000, 0.000224785, 0.000269669, 0.000267305, 0.000263704, 0.00553337, 0.000393949, 0.00238771
5000, 15000, 0.000215944, 0.000268707, 0.000269583, 0.000264281, 0.00565199, 0.000386367, 0.00238139
5000, 15000, 0.000227264, 0.000262781, 0.000264608, 0.000280388, 0.00552867, 0.00039385, 0.0025093
5000, 15000, 0.000215644, 0.000274339, 0.000264252, 0.000266645, 0.00560203, 0.00039435, 0.00247207
5000, 15000, 0.000220223, 0.000278767, 0.000274088, 0.000275011, 0.00552447, 0.00038585, 0.00250746
5000, 15000, 0.000219386, 0.000271046, 0.000278776, 0.000276343, 0.00556141, 0.000395519, 0.00250727
5000, 15000, 0.000214834, 0.000272871, 0.00026756, 0.000264997, 0.00553127, 0.000394082, 0.0024989
5000, 15000, 0.000216353, 0.000273249, 0.000276877, 0.0003404, 0.00555716, 0.000395897, 0.0024643
5000, 15000, 0.000216602, 0.000270073, 0.000274268, 0.000264274, 0.00581451, 0.000390172, 0.00246562
5000, 15000, 0.000223005, 0.000273592, 0.000267303, 0.000265061, 0.00550776, 0.000385272, 0.0024355
5000, 15000, 0.000219432, 0.000271297, 0.000272525, 0.000261845, 0.00579892, 0.00045827, 0.00266047
5000, 15000, 0.000220336, 0.000279373, 0.000484474, 0.000430201, 0.00593201, 0.000387042, 0.00251097
5000, 15000, 0.000223546, 0.000272303, 0.00026395, 0.000270955, 0.0057276, 0.000459179, 0.0028016
5000, 15000, 0.00022317, 0.000276672, 0.000267657, 0.000269651, 0.00567678, 0.000402339, 0.00269792
5000, 15000, 0.000224695, 0.0002798, 0.000287327, 0.000268958, 0.00573649, 0.000408029, 0.00264062
5000, 15000, 0.000219536, 0.000297227, 0.000299912, 0.000270926, 0.00576299, 0.000397523, 0.00255314
5000, 15000, 0.000255257, 0.000278592, 0.000281159, 0.000284042, 0.00592436, 0.00041091, 0.00263165
5000, 15000, 0.000316844, 0.000279272, 0.000285702, 0.000268991, 0.0057437, 0.000405396, 0.00255911
5000, 15000, 0.000224891, 0.000287629, 0.000276196, 0.000272141, 0.00570303, 0.000398883, 0.0024502
5000, 15000, 0.000224523, 0.00027967, 0.000271564, 0.000260945, 0.00568177, 0.000405337, 0.00243756
5000, 15000, 0.000219246, 0.000332758, 0.000273609, 0.000268684, 0.00565906, 0.000409925, 0.00245966
5000, 15000, 0.000221108, 0.000277593, 0.000273923, 0.000273014, 0.00566389, 0.000400325, 0.00248262
5000, 15000, 0.000226101, 0.000271505, 0.000268139, 0.000325974, 0.00563871, 0.000394785, 0.00244271
5000, 15000, 0.000221973, 0.00027868, 0.000286371, 0.000278393, 0.00558282, 0.000428619, 0.0024323
5000, 15000, 0.000214084, 0.000274803, 0.000275852, 0.00026582, 0.00560701, 0.000407823, 0.00243918
5000, 15000, 0.000227387, 0.000279569, 0.000274466, 0.000272976, 0.00561504, 0.000386682, 0.00240758
5000, 15000, 0.000226382, 0.000268303, 0.000271611, 0.000266998, 0.0056344, 0.000396501, 0.00266591
5000, 15000, 0.000220828, 0.00027513, 0.000273733, 0.000273884, 0.005974, 0.000469308, 0.00264845
5000, 15000, 0.000221032, 0.00027372, 0.000271025, 0.000267246, 0.00562221, 0.000400243, 0.00240699
5000, 15000, 0.000216024, 0.000349466, 0.000278783, 0.000278782, 0.00550407, 0.000392638, 0.00252397
5000, 15000, 0.000229004, 0.000274955, 0.00026946, 0.000266625, 0.00558079, 0.000397665, 0.00262631
5000, 15000, 0.00022211, 0.000283572, 0.000276709, 0.000264398, 0.00555298, 0.000386587, 0.0023849
5000, 15000, 0.000215125, 0.000274557, 0.0002895, 0.000266785, 0.00549711, 0.000389601, 0.00239999
5000, 15000, 0.000221332, 0.000285429, 0.000264146, 0.000263802, 0.00552065, 0.000392887, 0.00283829
5000, 15000, 0.000222788, 0.000268825, 0.000270292, 0.000268474, 0.00551126, 0.000417524, 0.00239418
5000, 15000, 0.000222775, 0.000268774, 0.00026713, 0.00026373, 0.00550386, 0.000391619, 0.00262932
5000, 15000, 0.0002136, 0.000268139, 0.000267352, 0.000270161, 0.00554961, 0.000396913, 0.00239424
5000, 15000, 0.000223306, 0.000276853, 0.000277801, 0.000273952, 0.00561482, 0.000396594, 0.00266773
5000, 15000, 0.000221056, 0.000270017, 0.000269865, 0.000264949, 0.0055022, 0.000387281, 0.00257978
5000, 15000, 0.000215576, 0.000271323, 0.000269949, 0.000266148, 0.00562702, 0.000386122, 0.0023796
5000, 15000, 0.000219181, 0.000269098, 0.000273501, 0.000271803, 0.00552042, 0.000390262, 0.00241052
5000, 15000, 0.000218538, 0.000277381, 0.000262382, 0.000263463, 0.00598896, 0.000409309, 0.00303306
5000, 15000, 0.000215095, 0.000268168, 0.00028152, 0.00026562, 0.00555957, 0.000388219, 0.00295319
5000, 15000, 0.000226264, 0.000276791, 0.000268491, 0.000267122, 0.00576735, 0.000396108, 0.00266309
5000, 15000, 0.000242205, 0.000277603, 0.000266197, 0.000260913, 0.00562458, 0.000404626, 0.00263595
5000, 15000, 0.000228216, 0.000277084, 0.000282231, 0.000281055, 0.00593391, 0.000396499, 0.00241719
5000, 15000, 0.000219631, 0.000277429, 0.000272799, 0.00027216, 0.00566744, 0.000395903, 0.00273006
5000, 15000, 0.00025057, 0.000285306, 0.00028715, 0.000270768, 0.0059174, 0.000411033, 0.00263587
5000, 20000, 0.000296269, 0.000369109, 0.000374357, 0.00036275, 0.00754157, 0.000541169, 0.00329326
5000, 20000, 0.000298787, 0.000388211, 0.000364189, 0.000365262, 0.00745011, 0.000536206, 0.00363679
5000, 20000, 0.000289968, 0.00036812, 0.000370942, 0.000359657, 0.00743747, 0.000535832, 0.00325287
5000, 20000, 0.000299724, 0.00038422, 0.000358397, 0.000362474, 0.00734508, 0.000554857, 0.00339057
5000, 20000, 0.000298746, 0.000371477, 0.000359237, 0.000358193, 0.00724533, 0.000533027, 0.00325254
5000, 20000, 0.00028585, 0.0003687, 0.000369124, 0.000347054, 0.0073262, 0.000521318, 0.003229
5000, 20000, 0.000291351, 0.000369738, 0.000393867, 0.000349168, 0.0073089, 0.000538893, 0.00319744
5000, 20000, 0.00028135, 0.000369554, 0.000364782, 0.000355108, 0.00725692, 0.000523642, 0.0032489
5000, 20000, 0.000273672, 0.000351216, 0.000356463, 0.000360375, 0.00726688, 0.000525346, 0.00320704
5000, 20000, 0.000293769, 0.000375365, 0.000377195, 0.000378254, 0.00723104, 0.000526584, 0.00327437
5000, 20000, 0.000294935, 0.000359602, 0.000355708, 0.00035376, 0.00738398, 0.000542705, 0.00362924
5000, 20000, 0.000287226, 0.000368738, 0.000362735, 0.00040614, 0.00723918, 0.000524473, 0.0038154
5000, 20000, 0.000283438, 0.000360772, 0.000348494, 0.000378289, 0.00731321, 0.000525246, 0.00319461
5000, 20000, 0.000289461, 0.000361642, 0.000361341, 0.000361157, 0.00831578, 0.000560512, 0.00321037
5000, 20000, 0.000289866, 0.000368309, 0.00036299, 0.000355977, 0.00726816, 0.000527342, 0.00319816
5000, 20000, 0.000291174, 0.000363589, 0.000361163, 0.000356637, 0.00724601, 0.000547788, 0.00350175
5000, 20000, 0.000292507, 0.000375819, 0.000358113, 0.000348885, 0.00750774, 0.000522763, 0.00322408
5000, 20000, 0.000291714, 0.000353768, 0.000361167, 0.000345313, 0.00732638, 0.000518934, 0.00344716
5000, 20000, 0.000316966, 0.00036593, 0.000358943, 0.000356983, 0.00739407, 0.000529802, 0.00324109
5000, 20000, 0.000300078, 0.00037077, 0.000362625, 0.000361773, 0.00749489, 0.000525303, 0.00337315
5000, 20000, 0.000309202, 0.000385527, 0.000368003, 0.000363718, 0.0073955, 0.000541854, 0.00326223
5000, 20000, 0.000294346, 0.000372349, 0.000366777, 0.000357451, 0.00781985, 0.000542504, 0.00337341
5000, 20000, 0.000299242, 0.000368978, 0.000377379, 0.000367378, 0.00754945, 0.000667947, 0.00395988
5000, 20000, 0.000377732, 0.000458983, 0.000373649, 0.000364212, 0.00771877, 0.000635221, 0.00365561
5000, 20000, 0.000302256, 0.000370366, 0.000371991, 0.000383799, 0.00747056, 0.000537072, 0.00328076
5000, 20000, 0.000298812, 0.000371895, 0.000373987, 0.00036865, 0.0075081, 0.000538, 0.00327956
5000, 20000, 0.000292168, 0.00036168, 0.000395305, 0.000383149, 0.00736377, 0.000592635, 0.00358366
5000, 20000, 0.000302961, 0.00036681, 0.000361644, 0.000357266, 0.00756611, 0.000526749, 0.00331841
5000, 20000, 0.000296265, 0.000374836, 0.000375521, 0.000361721, 0.00741052, 0.000542065, 0.00335109
5000, 20000, 0.000290621, 0.000374544, 0.000363724, 0.000354294, 0.00731318, 0.000514303, 0.00375816
5000, 20000, 0.000312267, 0.000369052, 0.00036443, 0.000356721, 0.0073708, 0.000529737, 0.0032574
5000, 20000, 0.000297126, 0.000370997, 0.000372523, 0.00037563, 0.00732739, 0.000552327, 0.00328679
5000, 20000, 0.000288172, 0.000366828, 0.000362646, 0.000353787, 0.00720938, 0.000530303, 0.00366326
5000, 20000, 0.000295535, 0.000373833, 0.00036977, 0.000390189, 0.00723021, 0.000522331, 0.00321426
5000, 20000, 0.000288719, 0.000427595, 0.000368901, 0.000366927, 0.00723429, 0.000530371, 0.00319829
5000, 20000, 0.000293117, 0.000367029, 0.000365881, 0.00036013, 0.0072501, 0.000523247, 0.0037344
5000, 20000, 0.000293532, 0.000363291, 0.000359538, 0.000353019, 0.00721975, 0.000532648, 0.00322658
5000, 20000, 0.000297661, 0.000362885, 0.000366048, 0.000366312, 0.00722795, 0.000524287, 0.00324199
5000, 20000, 0.000296288, 0.000358841, 0.000363609, 0.000360678, 0.00733623, 0.000533118, 0.00325092
5000, 20000, 0.000301436, 0.000366805, 0.000363301, 0.000388427, 0.00747936, 0.000542759, 0.00326241
5000, 20000, 0.00031444, 0.000375808, 0.000367292, 0.000360526, 0.0074054, 0.000523084, 0.00325791
5000, 20000, 0.000301462, 0.000377298, 0.000378989, 0.000370919, 0.00742, 0.000536715, 0.00327869
5000, 20000, 0.000295163, 0.000369623, 0.000364768, 0.00035676, 0.00738686, 0.00054228, 0.00380101
5000, 20000, 0.000301287, 0.000372473, 0.000372346, 0.00036616, 0.0072866, 0.000520548, 0.00345278
5000, 20000, 0.000295615, 0.000358852, 0.000357641, 0.000356393, 0.00809189, 0.000519573, 0.00326908
5000, 20000, 0.00029471, 0.000360523, 0.00037699, 0.000355457, 0.00740742, 0.000560923, 0.003197
5000, 20000, 0.000284855, 0.000364355, 0.000359373, 0.00035944, 0.0074417, 0.000552331, 0.00330763
5000, 20000, 0.000308915, 0.000369497, 0.000377791, 0.000370004, 0.00737821, 0.000541946, 0.00352551
5000, 20000, 0.000302396, 0.0003804, 0.000377319, 0.000369815, 0.00752415, 0.000529843, 0.00336891
5000, 20000, 0.000301662, 0.000374986, 0.000375571, 0.000371043, 0.00746706, 0.000537446, 0.00327256
5000, 20000, 0.000291637, 0.000365576, 0.000361625, 0.000358969, 0.00739075, 0.000538051, 0.00343578
5000, 20000, 0.000298214, 0.000369501, 0.000365126, 0.0003619, 0.00920565, 0.000528462, 0.00332947
5000, 20000, 0.00029866, 0.000379348, 0.000372476, 0.000371396, 0.00735887, 0.000535437, 0.00340047
5000, 20000, 0.000339223, 0.000420389, 0.000415912, 0.000363397, 0.00745235, 0.000538673, 0.00350342
5000, 20000, 0.000309432, 0.000369049, 0.000372014, 0.000361901, 0.00768508, 0.000536252, 0.00328939
5000, 20000, 0.000295468, 0.000384368, 0.000373046, 0.000365106, 0.00772869, 0.000580673, 0.00388942
5000, 20000, 0.000304664, 0.000369147, 0.000369995, 0.000364592, 0.00745013, 0.000531407, 0.00327648
5000, 20000, 0.000308249, 0.000380094, 0.00038444, 0.000380761, 0.0074531, 0.00053391, 0.00349585
5000, 20000, 0.000305388, 0.000369733, 0.000372047, 0.000359698, 0.00742298, 0.000542464, 0.00337085
5000, 20000, 0.000298054, 0.000364664, 0.000364839, 0.000358755, 0.00742023, 0.000540713, 0.00359015
5000, 20000, 0.000304182, 0.000384091, 0.000372069, 0.000381676, 0.00782505, 0.000536099, 0.00325952
5000, 20000, 0.000309449, 0.000383737, 0.000386036, 0.000373732, 0.00742652, 0.000538671, 0.00326912
5000, 20000, 0.000281756, 0.000368474, 0.000370984, 0.000353599, 0.00739408, 0.000542679, 0.00324596
5000, 20000, 0.00029663, 0.000359597, 0.000380408, 0.000408156, 0.00740154, 0.000528874, 0.00361169
5000, 20000, 0.000302894, 0.000372211, 0.000375654, 0.000377588, 0.00740322, 0.000531264, 0.00326684
5000, 20000, 0.000310835, 0.00039515, 0.000367212, 0.000367342, 0.00737195, 0.000535761, 0.00329912
5000, 20000, 0.000308922, 0.000368108, 0.000372299, 0.000368007, 0.00769227, 0.00071949, 0.00344221
5000, 20000, 0.00029622, 0.000366719, 0.000362922, 0.00037101, 0.00736507, 0.000634431, 0.00564069
5000, 20000, 0.000302836, 0.000376587, 0.000362788, 0.000372222, 0.0074008, 0.00057431, 0.00477288
5000, 20000, 0.000328686, 0.000566181, 0.000567279, 0.000361839, 0.00771068, 0.000533363, 0.00362712
5000, 20000, 0.0002892, 0.000366164, 0.000367098, 0.000376579, 0.00738325, 0.000528241, 0.00352146
5000, 20000, 0.000307152, 0.00037365, 0.000377008, 0.000365983, 0.00736418, 0.000529099, 0.00325024
5000, 20000, 0.000300226, 0.000367256, 0.00036856, 0.000368664, 0.00745513, 0.000529935, 0.00332239
5000, 20000, 0.000297448, 0.000370244, 0.000362807, 0.000361927, 0.00742056, 0.00054719, 0.00354407
5000, 20000, 0.000303959, 0.000374527, 0.00038244, 0.000369987, 0.00738812, 0.000533072, 0.00330381
5000, 20000, 0.000294579, 0.000370342, 0.00036562, 0.000362803, 0.00736914, 0.000527121, 0.00379036
5000, 20000, 0.000355913, 0.00037191, 0.000359804, 0.000355187, 0.0073943, 0.000540543, 0.00327944
5000, 20000, 0.000306967, 0.000375189, 0.000376978, 0.000357491, 0.0074265, 0.000534572, 0.003434
5000, 20000, 0.000296243, 0.000376033, 0.000378503, 0.000372506, 0.00748549, 0.000526571, 0.00326085
5000, 20000, 0.000297609, 0.000366822, 0.000366533, 0.000359733, 0.00740073, 0.000522514, 0.00363787
5000, 20000, 0.000293654, 0.000366646, 0.000364627, 0.000355393, 0.00728471, 0.000524222, 0.00358288
5000, 20000, 0.000283782, 0.000358937, 0.000355853, 0.00035261, 0.00724352, 0.00052211, 0.00322137
5000, 20000, 0.000286495, 0.00036831, 0.000359774, 0.000362047, 0.00747324, 0.000547264, 0.00331265
5000, 20000, 0.000297665, 0.000375877, 0.000362591, 0.000361757, 0.00725795, 0.000516571, 0.00376586
5000, 20000, 0.00028934, 0.000355397, 0.000366699, 0.00035783, 0.00750825, 0.000528921, 0.00337369
5000, 20000, 0.000292243, 0.000374971, 0.000361244, 0.000366552, 0.00736954, 0.000626529, 0.00372739
5000, 20000, 0.000300295, 0.000371358, 0.000390193, 0.000364398, 0.00727089, 0.000516797, 0.00338379
5000, 20000, 0.000289221, 0.00037275, 0.000372776, 0.000364576, 0.00745544, 0.000532749, 0.0039171
5000, 20000, 0.000296528, 0.000366337, 0.000381365, 0.000365634, 0.00785863, 0.000534128, 0.00404211
5000, 20000, 0.000302829, 0.00036695, 0.000365203, 0.000361997, 0.00725361, 0.000519915, 0.00357406
5000, 20000, 0.000313328, 0.000364015, 0.000352496, 0.000352229, 0.00726961, 0.000524157, 0.00369328
5000, 20000, 0.00029963, 0.0003769, 0.000374951, 0.000361616, 0.00795247, 0.000542156, 0.00340331
5000, 20000, 0.000298795, 0.000375467, 0.000367088, 0.000370171, 0.00758532, 0.000541252, 0.00339003
5000, 20000, 0.000291069, 0.000370864, 0.00036243, 0.000360959, 0.00743989, 0.000525557, 0.00335672
5000, 20000, 0.000295806, 0.000369227, 0.000369152, 0.000361056, 0.00749401, 0.000527308, 0.00328432
5000, 20000, 0.000291776, 0.000363948, 0.000363778, 0.000357151, 0.00749368, 0.000613919, 0.00326287
5000, 20000, 0.000304006, 0.000371272, 0.000391962, 0.000434113, 0.00739613, 0.000559913, 0.00339032
5000, 20000, 0.000292951, 0.000367694, 0.000373634, 0.000365193, 0.00738324, 0.000537373, 0.00324747
5000, 20000, 0.000308227, 0.000367741, 0.000457142, 0.000363033, 0.00739448, 0.000530111, 0.00351571
5000, 20000, 0.00028699, 0.000368946, 0.000369224, 0.00035878, 0.00739614, 0.00054268, 0.00325497
5000, 25000, 0.000369148, 0.000459108, 0.000455066, 0.000438381, 0.00916506, 0.000678286, 0.00410335
5000, 25000, 0.000374908, 0.000456113, 0.000472256, 0.000456211, 0.00952109, 0.000657699, 0.00420836
5000, 25000, 0.000383317, 0.000463099, 0.000455804, 0.000474357, 0.00904038, 0.000648427, 0.00420005
5000, 25000, 0.000360924, 0.000477053, 0.00054714, 0.000451166, 0.00906145, 0.000652321, 0.00402605
5000, 25000, 0.000389286, 0.000447195, 0.000452538, 0.000450444, 0.0092023, 0.000659752, 0.0047654
5000, 25000, 0.000382986, 0.000456095, 0.000439297, 0.000443808, 0.00896901, 0.00065651, 0.00427289
5000, 25000, 0.000468659, 0.000607033, 0.00053015, 0.000444162, 0.00898151, 0.000647863, 0.00425159
5000, 25000, 0.00041324, 0.000503582, 0.000459187, 0.000453043, 0.00909718, 0.000648643, 0.00433187
5000, 25000, 0.000368018, 0.000567383, 0.000461329, 0.000450367, 0.00896347, 0.000654194, 0.00420018
5000, 25000, 0.000389594, 0.000469695, 0.000461401, 0.00043627, 0.00901218, 0.000649993, 0.00420356
5000, 25000, 0.000351287, 0.000448708, 0.000445797, 0.000434562, 0.00898155, 0.000667638, 0.00402193
5000, 25000, 0.000379848, 0.000449946, 0.000439947, 0.000441113, 0.0100362, 0.000655569, 0.0043238
5000, 25000, 0.000376505, 0.000468239, 0.000455057, 0.000453024, 0.00963505, 0.000659577, 0.00453655
5000, 25000, 0.000364359, 0.000467005, 0.00045599, 0.000472355, 0.00984415, 0.000656168, 0.00434403
5000, 25000, 0.000372528, 0.000469575, 0.000456018, 0.000447054, 0.00923209, 0.000655879, 0.00434028
5000, 25000, 0.000385052, 0.000456668, 0.00045522, 0.000446458, 0.00915298, 0.000664123, 0.00431791
5000, 25000, 0.000364773, 0.000453086, 0.000453291, 0.000453349, 0.00925474, 0.000667286, 0.0040837
5000, 25000, 0.00037213, 0.000449119, 0.000457535, 0.000484135, 0.00968167, 0.000702132, 0.00407973
5000, 25000, 0.000381229, 0.000493882, 0.000455952, 0.000453659, 0.00913408, 0.000675014, 0.00413404
5000, 25000, 0.000383644, 0.000470748, 0.000461536, 0.000458654, 0.00918569, 0.000675002, 0.00417362
5000, 25000, 0.000374493, 0.00047453, 0.000461807, 0.000454997, 0.00914352, 0.00066375, 0.00451109
5000, 25000, 0.000353517, 0.000453501, 0.000471406, 0.000463874, 0.00918318, 0.000667393, 0.00432669
5000, 25000, 0.000365711, 0.000462634, 0.000456595, 0.00045343, 0.0091315, 0.000655243, 0.00441601
5000, 25000, 0.000376845, 0.000488947, 0.000453186, 0.000453602, 0.00913621, 0.000687064, 0.00406715
5000, 25000, 0.000383105, 0.000444877, 0.000464188, 0.000457798, 0.00911385, 0.000675062, 0.00407418
5000, 25000, 0.000382387, 0.000463531, 0.000494192, 0.000539735, 0.00934734, 0.000662035, 0.00408631
5000, 25000, 0.000365772, 0.000464289, 0.000444469, 0.000458331, 0.00912484, 0.000668382, 0.0040649
5000, 25000, 0.000378466, 0.000461094, 0.000453005, 0.000453044, 0.00918271, 0.00066581, 0.0040734
5000, 25000, 0.000379379, 0.000460128, 0.000455187, 0.000446146, 0.00914291, 0.000663376, 0.00411434
5000, 25000, 0.000363483, 0.000442545, 0.000448785, 0.000442031, 0.00900222, 0.000647841, 0.00401734
5000, 25000, 0.000366682, 0.000446436, 0.000457051, 0.000436649, 0.0089847, 0.000662349, 0.00420885
5000, 25000, 0.000370502, 0.00045084, 0.000457449, 0.000457757, 0.00897074, 0.00066019, 0.00446201
5000, 25000, 0.000369627, 0.00054453, 0.000537237, 0.000518442, 0.00927156, 0.000703265, 0.00426578
5000, 25000, 0.000370188, 0.00046955, 0.000459969, 0.000455799, 0.00947905, 0.000662863, 0.00463851
5000, 25000, 0.000370574, 0.000467981, 0.000467107, 0.000454588, 0.00946683, 0.000682006, 0.00492408
5000, 25000, 0.000365619, 0.000461933, 0.00046245, 0.000457007, 0.00921676, 0.0006615, 0.00472778
5000, 25000, 0.00036927, 0.000455161, 0.000444735, 0.000449946, 0.00920634, 0.000661835, 0.00418897
5000, 25000, 0.000376369, 0.000455819, 0.000462071, 0.000455888, 0.00916096, 0.000651945, 0.00416739
5000, 25000, 0.000364415, 0.000447424, 0.000463742, 0.000460721, 0.00923273, 0.000663875, 0.00408567
5000, 25000, 0.000374296, 0.000466444, 0.000459088, 0.000491867, 0.00944246, 0.000701921, 0.00410628
5000, 25000, 0.000364643, 0.000457239, 0.000458335, 0.000462188, 0.00918861, 0.000684015, 0.00400632
5000, 25000, 0.000382405, 0.000469958, 0.000466826, 0.00047677, 0.00913936, 0.000660556, 0.0040033
5000, 25000, 0.000371263, 0.000447063, 0.0004493, 0.000443201, 0.00898481, 0.000660339, 0.00419559
5000, 25000, 0.000360716, 0.000454003, 0.000447642, 0.000451168, 0.00897885, 0.000649784, 0.00404753
5000, 25000, 0.000370591, 0.000452808, 0.000450979, 0.000467253, 0.00926162, 0.000668779, 0.00420273
5000, 25000, 0.000382525, 0.000453501, 0.000467911, 0.000477453, 0.00965742, 0.000696848, 0.00399311
5000, 25000, 0.000373334, 0.000452551, 0.000471831, 0.000548773, 0.00912219, 0.000649918, 0.00399914
5000, 25000, 0.000375138, 0.00045892, 0.000461314, 0.000594979, 0.00925252, 0.000649037, 0.0040166
5000, 25000, 0.000385397, 0.000465391, 0.000464858, 0.000463674, 0.00898724, 0.000656404, 0.00413693
5000, 25000, 0.000380949, 0.000472142, 0.000462958, 0.000470237, 0.00902234, 0.000673821, 0.0040591
5000, 25000, 0.000377755, 0.000456936, 0.000491579, 0.000450593, 0.00898539, 0.000650085, 0.00400523
5000, 25000, 0.000376032, 0.0004582, 0.00054187, 0.000457459, 0.00902302, 0.000663476, 0.004032
5000, 25000, 0.000365914, 0.000454657, 0.000519191, 0.000445615, 0.00899666, 0.000650018, 0.00400725
5000, 25000, 0.000384264, 0.000460779, 0.000572075, 0.000456637, 0.00912233, 0.000648694, 0.00408504
5000, 25000, 0.000382335, 0.00050851, 0.000460218, 0.000449257, 0.00912053, 0.000656659, 0.00401963
5000, 25000, 0.000367281, 0.000475187, 0.000451219, 0.000454455, 0.00896842, 0.000657595, 0.00400975
5000, 25000, 0.000374078, 0.000457589, 0.000464468, 0.000465021, 0.0089535, 0.000642138, 0.00404316
